Best Original Song,Critics Choice,0.470588235
Best Production Design,LA Film Critics,0.470588235
Best Production Design,DC Film Critics,0.636363636
Best Production Design,San Francisco Critics,0.5
Best Production Design,Las Vegas Critics,0.3125
Best Production Design,Critics Choice,0.714285714
Best Visual Effects,Las Vegas Critics,0.588235294
Best Visual Effects,Visual Effects Society,0.714285714
Best Original Screenplay,LA Film Critics,0.294117647
Best Original Screenplay,DC Film Critics,0.357142857
Best Original Screenplay,Boston Film Critics,0.411764706
Best Original Screenplay,San Francisco Critics,0.2
Best Original Screenplay,Las Vegas Critics,0.285714286
Best Original Screenplay,Critics Choice,0.647058824
Best Original Screenplay,Golden Globes,0.705882353
Best Original Screenplay,National Society of Film Critics,0.352941176
Best Original Screenplay,Houston Critics,0.75
Best Original Screenplay,Writers Guild,1.058823529
Best Adapted Screenplay,DC Film Critics,0.428571429
Best Adapted Screenplay,Las Vegas Critics,0.25
Best Adapted Screenplay,San Francisco Critics,0.2
Best Adapted Screenplay,Writers Guild,1.058823529
Best Adapted Screenplay,Critics Choice,0.352941176
Best Adapted Screenplay,LA Film Critics,0.294117647
Best Adapted Screenplay,Houston Critics,0.75
Best Adapted Screenplay,Golden Globes,0.705882353
Best Adapted Screenplay,National Society of Film Critics,0.352941176
Best Adapted Screenplay,Boston Film Critics,0.411764706
Best Picture,New York Film Critics,0.235294118
Best Picture,LA Film Critics,0.117647059
Best Picture,DC Film Critics,0.428571429
Best Picture,Boston Film Critics,0.470588235
Best Picture,San Francisco Critics,0.4
Best Picture,Las Vegas Critics,0.411764706
Best Picture,Houston Critics,0.5
Best Picture,National Society of Film Critics,0.176470588
Best Picture,Producers Guild ,1.058823529
Best Picture,Critics Choice,0.764705882
Best Picture,Golden Globess-Drama,0.470588235
Best Picture,Golden Globes-Comedy or Musical,0.117647059
